,group_name,city,country,ratings,created_date,members,last_event,next_event,category,primary_topic,membership_fees,last_event_rsvp,next_event_rsvp
3490,Free Parks for Everyone (Rollback Park Privatization),San Francisco,US,0,1390270461000,111,,,movements/politics,,0,,
3491,Singles On Fire For God !!!,Berkeley,US,0,1390278669000,18,,,religion/beliefs,,0,,
3492,Coastside Photographers,Half Moon Bay,US,4.67,1390281865000,616,,,photography,,0,,
3493,East-Bay Shamanic Journeying Meetup,Emeryville,US,0,1390289856000,47,,,new age/spirituality,,0,,
3494,SF Entrepreneurs Networking for rebels + non-conformists,San Francisco,US,5,1390329900000,156,,,career/business,,0,,
3495,Silicon Vikings - Silicon Valley/San Francisco,Palo Alto,US,4.67,1390351651000,179,,,career/business,,0,,
3496,Single Black Parents of the Bay Area (SBP),Hayward,US,4.75,1390353214000,50,,,parents/family,,0,,
3497,San Francisco Fashion and Style Meetup,San Francisco,US,0,1390425896000,130,,,fashion/beauty,,0,,
3498,San Francisco Demand Generation Meetup,San Francisco,US,4,1390432823000,85,,,career/business,,0,,
3499,San Francisco Innovation Meetup,San Francisco,US,4.69,1390494729000,229,,,tech,,0,,
3500,Fitness Classes at Little House,Menlo Park,US,0,1390506042000,22,,,fitness,,0,,
3501,Telegraph Avenue Bikeways Campaign Meetup,Oakland,US,0,1390510076000,4,,,outdoors/adventure,,0,,
3502,East Bay Meteor,Berkeley,US,5,1390512512000,107,,,tech,,0,,
3503,BMW Motorcycle Club of Northern California,San Francisco,US,4.9,1390521315000,365,,,cars/motorcycles,,0,,
3504,Bay Area German Shepherd Rescue Meetup,Castro Valley,US,4.76,1390527474000,54,,,pets/animals,,0,,
3505,SF Independent Investors in Disruptive Tech,San Francisco,US,0,1390533873000,43,,,tech,,0,,
3506,Startup Ventures,San Francisco,US,0,1390544085000,76,,,career/business,,0,,
3507,SMPTE ® San Francisco Section,San Francisco,US,4,1390573387000,86,,,movies/film,,0,,
3508,Berkeley Co-ed Adult Dodgeball League!,Berkeley,US,0,1390600756000,49,,,sports/recreation,,0,,
3509,Discovery Community San Francisco Bay Area,San Francisco,US,4.73,1390611991000,412,,,LGBT,,0,,
3510,"FinTech, RealTech East Bay and South Bay",San Leandro,US,4.85,1390624098000,352,,,career/business,,0,,
3511,Muslimas and Friends,Oakland,US,4.93,1390698971000,168,,,religion/beliefs,,0,,
3512,Berkeley Physical Product and Startup Network,Berkeley,US,4.33,1390788382000,127,,,career/business,,0,,
3513,American Diabetes Association - San Francisco Bay Area,San Francisco,US,5,1390803700000,25,,,health/wellbeing,,0,,
3514,Early Mornings Club for Our Awesome Hardworking SF 'ciscans,San Francisco,US,0,1390854069000,10,,,career/business,,0,,
3515,Internet of Everything (Silicon Valley),Palo Alto,US,0,1390854870000,44,,,career/business,,0,,
3516,Sitecore User Group - SF Bay Area & Northern California,San Francisco,US,5,1390857933000,80,,,tech,,0,,
3517,"Marin Swing Dancing Meetup, Lessons and dances",Sausalito,US,4.89,1390863781000,175,,,dancing,,0,,
3518,San Francisco WSET Wine Tasting Meetup,San Francisco,US,5,1390865093000,27,,,food/drink,,0,,
3519,Bay Area Fertility Meetup,Oakland,US,5,1390866967000,68,,,support,,0,,
3520,OpenLate - SF Tech Talks and Hack Nights,San Francisco,US,4.75,1390869657000,2082,,,tech,,0,,
3521,SF: 7 Wonders board game Club,San Francisco,US,4.97,1390901294000,148,,,games,,0,,
3522,San Francisco Modern Calligraphy,San Francisco,US,4.79,1390934152000,393,,,fine arts/culture,,0,,
3523,Civic Love: Shaping a Responsible Future for the Bay Area,San Francisco,US,4.79,1390935859000,168,,,community/environment,,0,,
3524,Ghost Chats,San Francisco,US,5,1390943166000,76,,,paranormal,,0,,
3525,[MOVED] Meteor Palo Alto,Palo Alto,US,0,1390946580000,89,,,tech,,0,,
3526,Fit4Mom Club - Mill Valley,Mill Valley,US,0,1390951083000,6,,,parents/family,,0,,
3527,Bay Area Health and Fitness Professionals,San Mateo,US,5,1390952165000,72,,,career/business,,0,,
3528,Video Support Group,Oakland,US,4.1,1390954376000,322,,,movies/film,,0,,
3529,iOS and Android Freelancers,San Francisco,US,4.6,1390955926000,150,,,tech,,0,,
3530,SF After Hours Happy Hours - 30's and 40's,San Francisco,US,4.67,1390965959000,546,,,food/drink,,0,,
3531,Bay Area Bigtop Meetup,Palo Alto,US,5,1390974677000,74,,,tech,,0,,
3532,Producer Foundry,San Francisco,US,4.55,1391024268000,575,,,movies/film,,0,,
3533,San Mateo Momdays at Bay Meadows,San Mateo,US,3.88,1391038082000,160,,,parents/family,,0,,
3534,The Art of WE: Relationship Skills for San Francisco Singles,San Francisco,US,5,1391038084000,57,,,singles,,0,,
3535,Growth Marketing San Francisco,San Francisco,US,0,1391048757000,379,,,career/business,,0,,
3536,Irresistible Women & Amazing Men: Conscious Singles Events,Berkeley,US,4.74,1391100721000,408,,,singles,,0,,
3537,Active Break Oakland,Oakland,US,4.97,1391103979000,530,,,outdoors/adventure,,0,,
3538,Bay Area Slow Speed-Dating,San Francisco,US,1,1391133363000,188,,,singles,,0,,
3539,The Epic Human Project SF,Oakland,US,4.5,1391135987000,483,,,new age/spirituality,,0,,
3540,San Francisco Dykes on Bikes® WMC,San Francisco,US,4.67,1391141381000,102,,,cars/motorcycles,,0,,
3541,The Best of Solano County - Go Getters!,Benicia,US,4.9,1391175908000,49,,,career/business,,0,,
3542,"San Mateo's Best in Health, Wealth & Relationships",San Mateo,US,5,1391189160000,46,,,new age/spirituality,,0,,
3543,Little Boxes Theater: Art-Dance-Photo workshops & events: SF,San Francisco,US,4.61,1391202922000,231,,,photography,,0,,
3544,TGSF - Transgender San Francisco,San Francisco,US,4.65,1391208556000,283,,,LGBT,,0,,
3545,San Francisco Local Business Internet Marketing Meetup,San Francisco,US,0,1391217117000,26,,,career/business,,0,,
3546,"RSCD-SF Royal Scottish Country Dancing, San Francisco Branch",Emeryville,US,4.98,1391217679000,40,,,dancing,,0,,
3547,Spiritual Workout SF/Bay Area,San Francisco,US,4.88,1391227474000,50,,,new age/spirituality,,0,,
3548,SF Bilingual Cantonese-English Toastmasters Meetup,San Francisco,US,4.55,1391233199000,84,,,education/learning,,0,,
3549,Beehive Crowdfunding Platform Developers and Supporters,San Francisco,US,5,1391237941000,32,,,tech,,0,,
3550,Spiritual and Progressive Chinese Americans of San Francisco,San Francisco,US,0,1391244538000,21,,,language/ethnic identity,,0,,
3551,GROW SF Bay - Personal Development for Smart & Fun People,Berkeley,US,4.98,1391314066000,519,,,health/wellbeing,,0,,
3552,"Women Empowerment & Self-Fulfillment, Silicon Valley",Stanford,US,0,1391317291000,45,,,health/wellbeing,,0,,
3553,Ireland - A Hub for Cyber Security,San Francisco,US,0,1391448854000,16,,,tech,,0,,
3554,Nerds & Newbies of Walnut Creek - HiTech Users Group,Walnut Creek,US,5,1391450109000,34,,,tech,,0,,
3555,The Women's Circle,San Francisco,US,5,1391462773000,91,,,new age/spirituality,,0,,
3556,Swedish Conversation Meetup,Oakland,US,4.77,1391462985000,176,,,language/ethnic identity,,0,,
3557,Spanish Meetup Group in San Francisco,San Francisco,US,4.99,1391463165000,600,,,language/ethnic identity,,0,,
3558,Bay Street Writers,Fremont,US,4.74,1391493692000,48,,,writing,,0,,
3559,"Elders' Guild, Each 3rd Sunday, Changing Aging w joy & love",Berkeley,US,5,1391542353000,118,,,socializing,,0,,
3560,Rock over Plastic,San Francisco,US,5,1391552583000,199,,,outdoors/adventure,,0,,
3561,San Francisco JS Breakfast,San Francisco,US,4.47,1391553081000,166,,,tech,,0,,
3562,Global Impact Meetup,San Francisco,US,4.33,1391567862000,202,,,tech,,0,,
3563,Hack the Drought California,San Francisco,US,0,1391586788000,80,,,tech,,0,,
3564,SF Bay Burners )'(,San Francisco,US,4.8,1391625562000,760,,,socializing,,0,,
3565,Holistic Bellydance Fitness,Oakland,US,5,1391663512000,178,,,fitness,,0,,
3566,Hiking & Yoga San Francisco Bay Area,San Francisco,US,4.95,1391664245000,692,,,outdoors/adventure,,0,,
3567,Counseling for Families of Children with Special Needs,Oakland,US,0,1391712216000,10,,,parents/family,,0,,
3568,BrandGarage Meetup: Brand + Startup,San Francisco,US,4.75,1391728937000,160,,,career/business,,0,,
3569,Ex-Muslims of North America - San Francisco,San Francisco,US,0,1391730020000,3,,,religion/beliefs,,0,,
3570,The Never Travel Solo Social Club - San Francisco,San Francisco,US,0,1391738988000,379,,,outdoors/adventure,,0,,
3571,San Francisco Meditation & Spiritual Healing Meetup Group,San Francisco,US,4,1391740305000,210,,,health/wellbeing,,0,,
3572,Bay Area New Beginnings,Palo Alto,US,4.92,1391796107000,331,,,support,,0,,
3573,Divorce and Relationship Recovery Castro Valley,Castro Valley,US,5,1391798164000,216,,,support,,0,,
3574,Coastside Divorce and Relationship Recovery,Montara,US,0,1391803026000,21,,,support,,0,,
3575,San Francisco Meditation Meetup,San Francisco,US,5,1391806175000,325,,,health/wellbeing,,0,,
3576,Zen and Sexy Expecting Moms Meetup,Lafayette,US,0,1391808621000,7,,,parents/family,,0,,
3577,Dancing on Purpose - Mindful Movement and Improvisation,Oakland,US,5,1391819989000,105,,,dancing,,0,,
3578,Adventure Travel Enthusiasts – San Francisco,San Francisco,US,4.79,1391828351000,752,,,outdoors/adventure,,0,,
3579,OneTaste East Bay,Berkeley,US,4.54,1391841123000,954,,,alternative lifestyle,,0,,
3580,California Art Nude Photography Workshops,Oakland,US,4.71,1391894499000,490,,,photography,,0,,
3581,OneTaste Marin,San Rafael,US,4.93,1391928283000,266,,,health/wellbeing,,0,,
3582,Bay Area Early Music Meetup,San Francisco,US,4.4,1391928708000,113,,,music,,0,,
3583,Storied Woman of the Earth SoulCollage® Circle,Oakland,US,5,1391950097000,47,,,new age/spirituality,,0,,
3584,Dave Briccetti’s Young Programmers,Lafayette,US,4.8,1391967245000,433,,,tech,,0,,
3585,Bay Area Consultants Network (BACN),San Rafael,US,4.95,1391991352000,121,,,career/business,,0,,
3586,Art classes at Little House,Menlo Park,US,0,1392056826000,160,,,fine arts/culture,,0,,
3587,Silicon Valley OCaml Meetup,San Francisco,US,4.93,1392068106000,121,,,tech,,0,,
3588,San Francisco Web Security,San Francisco,US,4.84,1392075829000,247,,,tech,,0,,
3589,"Community Drum, Dance & Flow Circle in Niles",Fremont,US,4.5,1392107573000,187,,,dancing,,0,,
3590,The Expat Woman Meetup,San Francisco,US,4.95,1392137974000,280,,,language/ethnic identity,,0,,
3591,Ruby Hacknight - San Francisco,San Francisco,US,5,1392142583000,255,,,tech,,0,,
3592,Fans of Local SF Music,San Francisco,US,3.67,1392157015000,86,,,music,,0,,
3593,Danville Tabletop Gamers,Danville,US,4.53,1392157691000,122,,,games,,0,,
3594,GoodPeople Happy Hour SF,San Francisco,US,4.69,1392161197000,112,,,outdoors/adventure,,0,,
3595,San Francisco Homeschooling,San Francisco,US,4.88,1392192127000,96,,,parents/family,,0,,
3596,Digital Currency Entrepreneurship & Startups (Bay Area),San Francisco,US,4.75,1392245576000,444,,,career/business,,0,,
3597,FemEngineers <3 Facebook,Menlo Park,US,4.88,1392245632000,194,,,tech,,0,,
3598,SF Computer Language Design and Implementation,San Francisco,US,4.83,1392321322000,462,,,tech,,0,,
3599,Test Engineering @ Groupon,Palo Alto,US,5,1392328775000,243,,,tech,,0,,
3600,Lean Product & Lean UX Silicon Valley,Palo Alto,US,4.85,1392335643000,3228,,,tech,,0,,
3601,AngularJS Silicon Valley,Stanford,US,5,1392379314000,335,,,tech,,0,,
3602,Silicon Valley Networking Events,Palo Alto,US,0,1392414876000,307,,,tech,,0,,
3603,Kehilla East Bay,Oakland,US,5,1392421264000,34,,,parents/family,,0,,
3604,"Fitness, Health, and Tech at the Palace of Fine Arts",San Francisco,US,4.87,1392423654000,771,,,tech,,0,,
3605,Bitcoin Engineers,Stanford,US,5,1392426283000,68,,,tech,,0,,
3606,Palo Alto Play-Reading Group,Palo Alto,US,5,1392499508000,81,,,book clubs,,0,,
3607,South Bay Hackathons,Stanford,US,5,1392503505000,155,,,tech,,0,,
3608,San Francisco Emotional Healing Meetup,San Francisco,US,0,1392580678000,104,,,health/wellbeing,,0,,
3609,Warrior Brothers - San Francisco,San Francisco,US,5,1392613029000,45,,,sports/recreation,,0,,
3610,Outdoor Fun for Women with Chronic Pain Meetup,San Francisco,US,5,1392678182000,177,,,outdoors/adventure,,0,,
3611,Stanford Hacker News,Stanford,US,0,1392718580000,71,,,tech,,0,,
3612,Startup Engineers,Stanford,US,0,1392719789000,57,,,tech,,0,,
3613,Parenting through Connection East Bay Meetup,Berkeley,US,5,1392736518000,216,,,parents/family,,0,,
3614,Marin Social Networking,Mill Valley,US,4.85,1392760289000,225,,,socializing,,0,,
3615,NLP - Overcoming The Blocks That Keep Us Stuck,San Francisco,US,4.74,1392768461000,1015,,,health/wellbeing,,0,,
3616,Hire iOS Developers - San Francisco,San Francisco,US,4.93,1392777655000,412,,,tech,,0,,
3617,Silicon Valley Investors and Startups,Palo Alto,US,4.25,1392780108000,1219,,,career/business,,0,,
3618,Urban Beauty Network - SF Bay Area,Oakland,US,4,1392780852000,272,,,fashion/beauty,,0,,
3619,SF Designers in Healthcare,San Francisco,US,4.8,1392782696000,639,,,tech,,0,,
3620,DevX for Mobile,Palo Alto,US,4.97,1392785961000,384,,,tech,,0,,
3621,Juri Commoners: Caring for Juri Commons Park,San Francisco,US,4.29,1392840331000,40,,,community/environment,,0,,
3622,Makers Artists Crafters  & Hackers - Contra Costa Makerspace,Concord,US,4.82,1392841354000,198,,,tech,,0,,
3623,San Francisco 30's,San Francisco,US,0,1392861435000,42,,,socializing,,0,,
3624,BitTorrent Sync User Group,San Francisco,US,5,1392902241000,32,,,tech,,0,,
3625,Peninsula Empty Nesters,Belmont,US,4.9,1392921268000,144,,,parents/family,,0,,
3626,This Spiritual Life Palo Alto,Palo Alto,US,4.96,1392934983000,201,,,new age/spirituality,,0,,
3627,Products That Count,San Francisco,US,4.64,1393004428000,1459,,,tech,,0,,
3628,WriteEasy,Berkeley,US,4.87,1393009314000,73,,,writing,,0,,
3629,Entrepreneurs & Investors for an Inclusive Economy,Oakland,US,4.5,1393022522000,275,,,career/business,,0,,
3630,San Mateo Traditional Japanese Art and Culture Meetup Club,San Mateo,US,0,1393110904000,15,,,fine arts/culture,,0,,
3631,Kilohana Outrigger Canoe Club,Redwood City,US,0,1393138065000,12,,,outdoors/adventure,,0,,
3632,San Francisco Portfolia -- Investing In Companies You Love,San Francisco,US,0,1393147302000,46,,,career/business,,0,,
3633,Ambidextrous Tennis Players SF,San Francisco,US,0,1393182363000,8,,,sports/recreation,,0,,
3634,Funtrepreneur University,San Mateo,US,0,1393185718000,34,,,career/business,,0,,
3635,"Berkeley, CA New Paradigm Multi-Dimensional Transformation",Berkeley,US,0,1393190279000,17,,,new age/spirituality,,0,,
3636,Papers we love too,San Francisco,US,4.95,1393203829000,1330,,,tech,,0,,
3637,East Bay Mountain Biking,El Sobrante,US,4.97,1393217858000,433,,,outdoors/adventure,,0,,
3638,All Kinds of Fun!,Palo Alto,US,5,1393236741000,46,,,socializing,,0,,
3639,Sausalito 20-40's Sail Ski Social Meetup,Sausalito,US,4.69,1393268173000,192,,,socializing,,0,,
3640,Founders Space,San Francisco,US,4.04,1393295462000,1126,,,tech,,0,,
3641,SF Digital Rendezvous,San Francisco,US,5,1393360195000,279,,,tech,,0,,
3642,San Francisco Photography Classes,San Francisco,US,5,1393370660000,137,,,photography,,0,,
3643,Richard Dischler Photo Workshops,Palo Alto,US,5,1393396177000,173,,,photography,,0,,
3644,"Hack, Deploy, Scale!",San Francisco,US,4.5,1393465627000,212,,,tech,,0,,
3645,Fremont Jewish Community,Fremont,US,0,1393484960000,23,,,religion/beliefs,,0,,
3646,San Francisco - Silicon Valley Startups & Investors Group,San Francisco,US,4.71,1393614874000,1479,,,career/business,,0,,
3647,East Bay Options Traders,Walnut Creek,US,4.67,1393617835000,130,,,career/business,,0,,
3648,Fabric Friends of San Francisco,San Francisco,US,5,1393618265000,53,,,socializing,,0,,
3649,San Francisco Gamers,San Francisco,US,4.31,1393635253000,860,,,games,,0,,
3650,East Bay 3D Design and 3D Print Artists,Albany,US,4.67,1393663184000,82,,,socializing,,0,,
3651,Novato Cohousing Now Meetup,Novato,US,4.8,1393684114000,80,,,community/environment,,0,,
3652,Peninsula Life in Motion,San Mateo,US,4,1393697401000,346,,,community/environment,,0,,
3653,Golden State Chapter - Nat'l Assoc Health Services Execs,San Mateo,US,4.97,1393784602000,74,,,career/business,,0,,
3654,San Francisco Vintage Racing Bike Meetup,San Francisco,US,4,1393794346000,21,,,outdoors/adventure,,0,,
3655,San Francisco Personal Empowerment Group,San Francisco,US,5,1393884504000,346,,,health/wellbeing,,0,,
3656,SF WebRTC,San Francisco,US,4.24,1393887738000,728,,,tech,,0,,
3657,Palo Alto Fintech,Palo Alto,US,4.58,1393887990000,356,,,career/business,,0,,
3658,Bay Area Remote Sensing Meetup Group,San Francisco,US,0,1393912212000,84,,,new age/spirituality,,0,,
3659,"EWGA Northeast Bay, Ca. (women's golf in the east bay area)",Walnut Creek,US,4.96,1393953588000,149,,,sports/recreation,,0,,
3660,East Bay Modern Web Application Developers,Walnut Creek,US,5,1393976809000,136,,,tech,,0,,
3661,Bay Area Female Entrepreneurs' Network,Orinda,US,4.8,1394049024000,155,,,career/business,,0,,
3662,Bay Area Speakers,Oakland,US,4.84,1394058786000,291,,,career/business,,0,,
3663,Betabrand Think Tank,San Francisco,US,5,1394059480000,77,,,fashion/beauty,,0,,
3664,San Francisco Bay Area Wild Goose (Dayan) Qigong,San Francisco,US,5,1394074028000,19,,,health/wellbeing,,0,,
3665,Bay Area CUE() Cinder User Exchange,San Francisco,US,5,1394142206000,109,,,games,,0,,
3666,Conscious Girlfriend: Creating & Sustaining Lesbian Love,San Rafael,US,4.5,1394174148000,144,,,LGBT,,0,,
3667,"Tidepool - Open Source, Open Data for Type 1 Diabetes",San Francisco,US,5,1394306713000,40,,,health/wellbeing,,0,,
3668,"Speed Dating for Match, Upscale singles 30s-50s, SF",San Francisco,US,0,1394320772000,432,,,singles,,0,,
3669,Palo Alto Meditates,Palo Alto,US,5,1394324419000,144,,,health/wellbeing,,0,,
3670,Bahasa Indonesia Berkeley Meetup,Berkeley,US,4.71,1394329994000,67,,,language/ethnic identity,,0,,
3671,The Bay Area Multi Family Investing Meetup (BAMF),San Francisco,US,4.9,1394336983000,475,,,career/business,,0,,
3672,"Moving Through Grief, Loss or Separation",Alameda,US,4.97,1394429312000,197,,,support,,0,,
3673,Transforming Stress Through Energetic Exercises,Alameda,US,4.96,1394433948000,116,,,health/wellbeing,,0,,
3674,Introvert Slowcial,San Francisco,US,4.66,1394467119000,719,,,support,,0,,
3675,Fixers United,San Francisco,US,0,1394484754000,17,,,hobbies/crafts,,0,,
3676,Gays Who Tech & Gay Entrepreneurs & Self-Starters,San Francisco,US,4.83,1394523672000,780,,,LGBT,,0,,
3677,21st Century Knowledge Management,San Francisco,US,0,1394555701000,36,,,education/learning,,0,,
3678,Bay Area Fro Friends,Berkeley,US,4.75,1394558326000,394,,,fashion/beauty,,0,,
3679,I am DevOps,San Francisco,US,4.5,1394563549000,95,,,tech,,0,,
3680,San Francisco Marketing Technology Meetup,San Francisco,US,5,1394566704000,144,,,career/business,,0,,
3681,American Decorative Arts Forum,San Francisco,US,5,1394568327000,82,,,education/learning,,0,,
3682,East Bay Drone Meetup,Oakland,US,4.75,1394577355000,465,,,education/learning,,0,,
3683,Story Code San Francisco,San Francisco,US,4.86,1394587486000,372,,,movies/film,,0,,
3684,General Assembly San Francisco,San Francisco,US,4.18,1394590219000,835,,,career/business,,0,,
